company_id,name,ticker,exchange,country,category_node_id,role,rank_within_node,market_segment,pure_play_score,why_top_3,bottleneck_exposure,key_risks,time_horizon,confidence,source_id
COMP_TER_TEST,Teradyne,TER,NASDAQ,US,L2_TEST_EQUIP,Semi test equipment,1,SoC and memory test,high,Largest U.S.-listed test equipment vendor.,high,Cyclicality.,short,high,SRC_TER_10K
COMP_COHU_TEST,Cohu,COHU,NASDAQ,US,L2_TEST_EQUIP,Test handlers and contactors,2,Auto / industrial test,medium,Test handlers and contactors.,medium,Auto / industrial cyclicality.,medium,medium,SRC_TER_10K
COMP_AEHR_TEST,Aehr Test Systems,AEHR,NASDAQ,US,L2_TEST_EQUIP,Wafer-level burn-in,3,Wafer-level burn-in,high,Pure-play burn-in for SiC and AI accelerators.,medium,Customer concentration.,medium,low,SRC_TER_10K
COMP_PLAB_MASKS,Photronics,PLAB,NASDAQ,US,L2_PHOTOMASKS,Photomasks,1,Photomasks for U.S. logic / memory,high,Largest U.S.-listed photomask vendor.,high,Capacity vs Toppan and DNP foreign.,medium,high,SRC_PLAB_10K
COMP_KLIC_PKG,Kulicke & Soffa,KLIC,NASDAQ,US,L1_PACKAGING,Bonders for advanced packaging,2,Wire / wedge / advanced bonders,high,U.S.-listed bonder exposure.,high,Cyclicality.,medium,medium,SRC_AMAT_10K
COMP_MKSI_SUB,MKS Instruments,MKSI,NASDAQ,US,L1_SEMI_EQUIP,Vacuum and gas-handling subsystems,1,Process subsystems,high,Vacuum / RF / gas-handling subsystems used by all major OEMs.,high,Cyclicality.,medium,high,SRC_MKSI_10K
COMP_ICHR_SUB,Ichor Holdings,ICHR,NASDAQ,US,L1_SEMI_EQUIP,Fluid-delivery subsystems,2,Gas and chemical delivery modules,high,Pure-play subsystem supplier.,high,Customer concentration with LRCX.,medium,medium,SRC_MKSI_10K
COMP_UCTT_SUB,Ultra Clean Holdings,UCTT,NASDAQ,US,L1_SEMI_EQUIP,Subsystems,3,Subsystem supplier to Lam and AMAT,high,Customer concentration with LRCX.,high,Cyclicality.,medium,medium,SRC_MKSI_10K
COMP_ENTG_CHEM,Entegris,ENTG,NASDAQ,US,L1_SPECIALTY_CHEM,Specialty materials and handling,1,Process chemicals; advanced materials,high,Most pure-play U.S.-listed semiconductor specialty materials name.,high,Customer concentration.,short,high,SRC_ENTG_10K
COMP_DD_CHEM,DuPont,DD,NYSE,US,L1_SPECIALTY_CHEM,Specialty chemicals and slurries,2,Electronic Solutions; CMP slurry,medium,Significant electronics specialty chemicals exposure.,medium,Diversified mix.,medium,high,SRC_ENTG_10K
COMP_CC_CHEM,Chemours,CC,NYSE,US,L1_SPECIALTY_CHEM,Fluorochemicals,3,HF; specialty fluorides,medium,Fluorine chemistry exposure relevant to fab process gases.,medium,Diversified mix; legal liabilities.,medium,medium,SRC_ENTG_10K
COMP_LIN_GAS,Linde plc,LIN,NYSE,UK,L1_INDUSTRIAL_GAS,Largest industrial gas firm,1,Bulk and electronic gases,high,Co-leader in industrial gases including noble-gas chain.,high,Cyclicality; large-project execution.,medium,high,SRC_LIN_10K
COMP_APD_GAS,Air Products,APD,NYSE,US,L1_INDUSTRIAL_GAS,Industrial gases,2,Bulk and electronic gases,high,Co-leader in industrial gases.,high,Hydrogen project execution.,medium,high,SRC_APD_10K
COMP_FCX_CU,Freeport-McMoRan,FCX,NYSE,US,L1_COPPER,Copper miner and refiner,1,Copper / gold / molybdenum,high,Largest U.S.-listed copper miner.,high,Commodity-price cyclicality.,medium,high,SRC_FCX_10K
COMP_SCCO_CU,Southern Copper,SCCO,NYSE,Mexico/Peru,L1_COPPER,Copper miner,2,Copper mining,high,Pure-play copper miner.,high,Country / political risk.,medium,high,SRC_SCCO_10K
COMP_TECK_CU,Teck Resources,TECK,NYSE,Canada,L1_COPPER,Copper / zinc miner,3,Copper / zinc,medium,U.S.-listed ADR with growing copper exposure post-coal divestiture.,medium,Capital allocation.,medium,high,SRC_TECK_AR
COMP_ERO_CU,Ero Copper,ERO,NYSE,Canada,L1_COPPER,Copper miner,N/A,Brazil copper,high,Pure-play copper.,medium,Country / political risk.,medium,medium,SRC_FCX_10K
COMP_BHP_CU,BHP Group,BHP,NYSE,Australia,L1_MINING,Diversified mining,1,Iron / copper / nickel,medium,Largest diversified miner with major copper exposure.,medium,Iron-ore mix.,medium,high,SRC_BHP_AR
COMP_RIO_CU,Rio Tinto,RIO,NYSE,UK/Australia,L1_MINING,Diversified mining,2,Copper / aluminum / iron,medium,Diversified miner with copper and aluminum exposure.,medium,Same.,medium,high,SRC_RIO_AR
COMP_VALE_NI,Vale S.A.,VALE,NYSE,Brazil,L1_NICKEL,Iron and base metals,1,Iron and nickel,low,Diversified base metals incl. nickel.,medium,Iron mix dominates.,medium,high,SRC_VALE_AR
COMP_AA_AL,Alcoa,AA,NYSE,US,L1_ALUMINUM,Aluminum smelter and bauxite,1,Bauxite / alumina / aluminum,high,Largest U.S.-listed integrated aluminum company.,medium,Energy-cost exposure.,medium,high,SRC_AA_10K
COMP_KALU_AL,Kaiser Aluminum,KALU,NASDAQ,US,L1_ALUMINUM,Rolled aluminum products,2,Aerospace / industrial aluminum,medium,Speciality aluminum products.,low,Cyclicality.,medium,medium,SRC_AA_10K
COMP_CENX_AL,Century Aluminum,CENX,NASDAQ,US,L1_ALUMINUM,Primary aluminum smelter,3,Primary aluminum,high,Pure-play aluminum smelter.,medium,Energy-cost exposure.,medium,medium,SRC_AA_10K
COMP_MP_RE,MP Materials,MP,NYSE,US,L1_RARE_EARTHS,Rare-earth miner and magnet manufacturer,1,Mountain Pass mine plus magnet plant,high,Only U.S.-listed pure-play integrated rare-earth name.,severe,Capital intensity; China pricing pressure.,medium,high,SRC_MP_10K
COMP_USAR_RE,USA Rare Earth,USAR,NASDAQ,US,L1_RARE_EARTHS,Rare-earth magnets and Round Top deposit,2,Magnet plant and HREE deposit,high,SPAC-listed pure-play rare-earth name.,severe,Pre-revenue magnet plant.,long,medium,SRC_USAR_SPAC_CLOSE
COMP_UUUU_RE,Energy Fuels,UUUU,NYSE_AMERICAN,US,L1_RARE_EARTHS,Uranium plus rare earth oxides,3,REE processing,medium,Adding REE separation alongside U processing.,severe,Multi-segment focus.,medium,medium,SRC_UUUU_10K
COMP_ALB_LI,Albemarle,ALB,NYSE,US,L1_LITHIUM,Lithium chemicals,1,Lithium chemicals,high,Largest U.S.-listed pure-play lithium producer.,medium,Lithium price cyclicality.,medium,high,SRC_ALB_10K
COMP_SQM_LI,SQM,SQM,NYSE,Chile,L1_LITHIUM,Lithium chemicals,2,Lithium and iodine,high,Major Chilean lithium producer (ADR).,medium,Country / political risk; pricing.,medium,high,SRC_SQM_AR
COMP_LAC_LI,Lithium Americas,LAC,NYSE,US/Canada,L1_LITHIUM,Lithium developer,3,Thacker Pass project,high,Largest U.S. lithium development project.,medium,Pre-production.,long,medium,SRC_LAC_10K
COMP_NUE_STEEL,Nucor,NUE,NYSE,US,L5_GRAIN_ORIENTED_STEEL,Steel production,N/A,Sheet and rebar steel,low,Marginal exposure to electrical-grade steel; mostly flat carbon.,low,Cyclicality.,medium,low,SRC_NUE_10K
COMP_CLF_STEEL,Cleveland-Cliffs,CLF,NYSE,US,L5_GRAIN_ORIENTED_STEEL,Iron ore plus steel,N/A,Iron ore and electrical-steel-adjacent,medium,One of few U.S. firms producing some electrical steel.,medium,Mostly carbon steel.,medium,medium,SRC_CLF_10K
COMP_STLD_STEEL,Steel Dynamics,STLD,NASDAQ,US,L5_GRAIN_ORIENTED_STEEL,Steel,N/A,Steel,low,Mostly flat carbon steel.,low,Cyclicality.,medium,low,SRC_STLD_10K
COMP_UPS_LOG,United Parcel Service,UPS,NYSE,US,L1_LOGISTICS,Parcel and freight,1,Parcel; supply-chain solutions,low,Indirect exposure to AI hardware shipping.,low,Macro cyclicality.,medium,medium,SRC_FT_AI_INFRA
COMP_FDX_LOG,FedEx,FDX,NYSE,US,L1_LOGISTICS,Parcel and freight,2,Express; ground; freight,low,Same as UPS.,low,Same.,medium,medium,SRC_FT_AI_INFRA
COMP_GXO_LOG,GXO Logistics,GXO,NYSE,US,L1_LOGISTICS,Contract logistics,3,Contract warehousing,low,Indirect.,low,Customer concentration.,medium,medium,SRC_FT_AI_INFRA
COMP_KKR_FIN,KKR & Co.,KKR,NYSE,US,L1_FINANCE,Alternative asset manager,1,Infra and capital solutions,low,Major DC infra investor (CoreSite; KDC; etc.).,medium,Cyclicality of fundraising.,medium,high,SRC_FT_AI_INFRA
COMP_BX_FIN,Blackstone,BX,NYSE,US,L1_FINANCE,Alternative asset manager,2,Real estate and infra incl. DCs,medium,QTS data centers and Aligned Energy investments.,medium,Same.,medium,high,SRC_FT_AI_INFRA
COMP_ARES_FIN,Ares Management,ARES,NYSE,US,L1_FINANCE,Credit-led alternative manager,3,Direct lending plus infra,low,Lender to several DC and infra projects.,low,Credit-cycle exposure.,medium,medium,SRC_FT_AI_INFRA
COMP_BAM_FIN,Brookfield Asset Management,BAM,NYSE,Canada,L1_FINANCE,Alternative manager,N/A,Infra and renewables,low,Significant infra and renewable assets adjacent to DC growth.,low,Same.,medium,medium,SRC_FT_AI_INFRA
COMP_CRWD_CYBER,CrowdStrike,CRWD,NASDAQ,US,L1_CYBERSEC,Cybersecurity,1,Endpoint and cloud security,high,Strong cloud / AI security exposure.,low,Competition.,medium,high,SRC_FT_AI_INFRA
COMP_PANW_CYBER,Palo Alto Networks,PANW,NASDAQ,US,L1_CYBERSEC,Cybersecurity,2,Network and cloud security,high,Largest enterprise cyber platform.,low,Sales-cycle elongation.,medium,high,SRC_FT_AI_INFRA
COMP_FTNT_CYBER,Fortinet,FTNT,NASDAQ,US,L1_CYBERSEC,Cybersecurity,3,Network security plus SASE,high,Hardware-led network security with material DC exposure.,low,Competition.,medium,medium,SRC_FT_AI_INFRA
COMP_PLTR_AI,Palantir Technologies,PLTR,NASDAQ,US,L1_AI_SOFTWARE_STACK,AI software platform,1,Foundry and AIP,low,Most U.S.-listed pure-play AI deployment platform name.,low,Government concentration; valuation.,medium,medium,SRC_FT_AI_INFRA
COMP_SNOW_AI,Snowflake,SNOW,NYSE,US,L1_AI_SOFTWARE_STACK,Data cloud,2,Data warehousing and AI,low,Customers running AI workloads on Snowflake data.,low,Compute cost cycle.,medium,medium,SRC_FT_AI_INFRA
COMP_MDB_AI,MongoDB,MDB,NASDAQ,US,L1_AI_SOFTWARE_STACK,Operational database,3,Atlas Vector Search,low,Vector search exposure to AI workloads.,low,Cloud spend cycle.,medium,medium,SRC_FT_AI_INFRA
COMP_DDOG_MLOPS,Datadog,DDOG,NASDAQ,US,L1_MLOPS,Observability,1,DC observability,low,Largest U.S.-listed observability platform with growing AI-workload exposure.,low,Optimization headwinds.,medium,medium,SRC_FT_AI_INFRA
